code,name,signal_date,close,ma20,ma60,ma120,ma20_slope_5,ma60_slope_10,ret10,ret20,ret60,amount_ma5,amount_ma20,amount_ratio_5_20,turnover_ma5,turnover_ma20,high20,high60,is_20d_high,is_60d_high,dist_to_60d_high,max_dd20,up_down_amount_ratio20,limit_up_count_5,heavy_bearish_candle,bench_ret20,bench_ret60,ret20_rank_pct,ret60_rank_pct,basic_liquid,trend_basic,relative_strength,volume_ok,near_breakout,risk_ok,candidate,score,status
002125,湘潭电化,2026-06-10,18.67,15.131499999999999,14.333666666666666,14.276583333333333,0.029563856569367886,0.014234329854354577,0.3278805120910384,0.25470430107526876,0.2331571994715984,1382719505.6,709620647.25,1.948533362097716,0.13052251149861344,0.0717524094200858,18.67,18.67,True,True,0.0,-0.06753554502369663,1.5064132240641466,1.0,False,-0.04996636884790995,0.01302020667468784,0.9753743760399335,0.9264559068219634,True,True,True,True,True,True,True,100,强趋势池
605318,法狮龙,2026-06-10,116.56,97.22800000000001,89.71833333333333,77.73758333333333,0.01746032576562273,0.04612544332701751,0.19255166768978937,0.26352303523035236,0.5744968256112386,359185162.6,283680336.45,1.2661616490408671,0.028001966260329275,0.022790723396032254,116.56,116.56,True,True,0.0,-0.12358689404100398,1.2949116820328692,2.0,False,-0.04996636884790995,0.01302020667468784,0.9763727121464226,0.9693843594009983,True,True,True,True,True,True,True,98,强趋势池
601916,浙商银行,2026-06-10,3.11,3.0175,3.0170000000000003,3.01125,0.005498167277574018,0.0020481594243013657,0.05067567567567566,0.036666666666666625,0.006472491909385036,479641146.4,350569972.8,1.3681752106979082,0.007234537607189001,0.005367909941973485,3.11,3.15,True,False,-0.012698412698412764,-0.01661129568106301,1.5879760690300242,0.0,False,-0.04996636884790995,0.01302020667468784,0.9018302828618968,0.7966722129783694,True,True,True,True,True,True,True,90,强趋势池
002832,比音勒芬,2026-06-10,20.91,19.66,18.097333333333335,16.49375,0.004367927660987592,0.03497116713529991,0.09190600522193226,0.05128205128205132,0.24910394265232982,300403792.8,246426391.5,1.2190406675658358,0.037637162409148675,0.030959554405514216,21.36,21.36,False,False,-0.02106741573033699,-0.0876162506118453,1.4993043950539653,0.0,False,-0.04996636884790995,0.01302020667468784,0.9141430948419301,0.9314475873544094,True,True,True,True,True,True,True,87,强趋势池
600012,皖通高速,2026-06-10,17.16,16.331,15.784,15.120166666666668,0.009863030640323789,0.022555741510554617,0.04443091905051744,0.07788944723618085,0.14782608695652177,113275053.4,91463245.25,1.2384762107487106,0.0058992577213451605,0.004789656314344485,17.68,17.68,False,False,-0.02941176470588236,-0.09772727272727277,2.345817880249657,0.0,False,-0.04996636884790995,0.01302020667468784,0.930116472545757,0.8968386023294509,True,True,True,True,True,True,True,87,强趋势池
600226,亨通股份,2026-06-10,7.79,6.379499999999999,5.572,5.554999999999999,0.06245316012990232,0.032521078476790644,0.17496229260935148,0.3985637342908437,0.42413162705667284,1702008098.6,1071427647.75,1.5885422615089502,0.0810346370717945,0.0551740472189048,7.89,7.89,False,False,-0.012674271229404233,-0.09658246656760783,2.582799304311868,2.0,False,-0.04996636884790995,0.01302020667468784,0.9880199667221298,0.9557404326123128,True,True,True,True,True,True,True,87,强趋势池
603608,天创时尚,2026-06-10,22.81,18.433500000000002,13.796666666666665,11.898583333333333,0.10934914091415182,0.10960685227135625,0.21394358701436933,0.5666208791208789,0.8913764510779434,821325617.0,647300063.4,1.2688483493820712,0.09328264889321032,0.08383100097820727,22.99,22.99,False,False,-0.00782949108307962,-0.04552590266875989,2.1739820824585605,0.0,False,-0.04996636884790995,0.01302020667468784,0.9936772046589019,0.9833610648918469,True,True,True,True,True,True,True,87,强趋势池
605358,立昂微,2026-06-10,73.5,57.6875,44.431333333333335,41.82366666666667,0.08541243320538872,0.09968113586582139,0.3008849557522124,0.3957462969996204,0.9918699186991871,6108395001.2,4158853023.15,1.4687691455307494,0.12834620013314377,0.10355062255007046,75.69,75.69,False,False,-0.028933808957590124,-0.08884752073108815,2.521234948685631,2.0,False,-0.04996636884790995,0.01302020667468784,0.9876871880199667,0.989018302828619,True,True,True,True,True,True,True,87,强趋势池
002962,五方光电,2026-06-10,21.35,19.6,17.057166666666667,16.02775,0.03569447013131133,0.05137556244991881,0.07937310414560161,0.14293361884368316,0.37299035369774924,941121572.4,670513677.25,1.4035829608425783,0.21578959060469272,0.1610079267293883,22.39,22.39,False,False,-0.04644930772666367,-0.07027300303336703,1.7672879442207599,0.0,False,-0.04996636884790995,0.01302020667468784,0.9530782029950083,0.9477537437603993,True,True,True,True,True,True,True,86,强趋势池
603466,风语筑,2026-06-10,12.03,11.023,10.091833333333334,10.056833333333335,0.03765414666290101,0.010412668746975662,0.1211556383970176,0.16231884057971002,0.16456921587608897,831608931.8,656609642.8,1.2665195233102964,0.11819790508915591,0.09910365461730035,12.65,12.65,False,False,-0.04901185770750993,-0.06720430107526887,1.7654947221790582,0.0,False,-0.04996636884790995,0.01302020667468784,0.9613976705490849,0.9054908485856905,True,True,True,True,True,True,True,86,强趋势池
603800,洪田股份,2026-06-10,79.0,65.694,51.57566666666666,48.61091666666667,0.08214868137117648,0.11626782867160612,0.29486969349287007,0.3712897066481513,1.0434557682359031,999215077.8,805053489.75,1.2411784937548616,0.06271085192307688,0.05769596971153842,82.3,82.3,False,False,-0.04009720534629402,-0.06854961832061068,2.728503275381912,0.0,False,-0.04996636884790995,0.01302020667468784,0.9866888519134775,0.9903494176372712,True,True,True,True,True,True,True,86,强趋势池
603124,江南新材,2026-06-10,167.88,138.0395,123.17550000000001,107.36233333333332,0.05537206510852699,0.05968509965917579,0.23832706350962596,0.27481205862252267,0.6582378506519162,800028687.2,507511577.05,1.5763752461575498,0.06485241817262752,0.046071527832986965,172.5,172.5,False,False,-0.026782608695652188,-0.10000000000000009,2.71287914267235,2.0,False,-0.04996636884790995,0.01302020667468784,0.9793677204658902,0.9740432612312812,True,True,True,True,True,True,True,85,强趋势池
603150,万朗磁塑,2026-06-10,77.77,69.3985,60.627833333333335,53.604166666666664,0.0015947927491051228,0.031170362643187843,0.0916619876473892,0.05236806495263857,0.3833155460690145,275384722.6,180919610.15,1.52213860272902,0.04495078319665894,0.030162982113402608,79.3,79.3,False,False,-0.01929382093316523,-0.12090784044016512,1.739968022844416,1.0,False,-0.04996636884790995,0.01302020667468784,0.9151414309484193,0.9497504159733777,True,True,True,True,True,True,True,85,强趋势池
601208,东材科技,2026-06-10,62.35,52.4335,40.72933333333334,34.005916666666664,0.0592091308519771,0.10519865228501013,0.19330143540669864,0.25705645161290325,0.9508760951188986,6036375930.6,4759212159.1,1.2683561330750845,0.10137372553121793,0.08880640914761513,64.34,64.34,False,False,-0.030929437364003776,-0.12199154877824725,1.348846576119832,1.0,False,-0.04996636884790995,0.01302020667468784,0.9757071547420965,0.9876871880199667,True,True,True,True,True,True,True,84,趋势观察池
603060,国检集团,2026-06-10,7.49,6.926,6.644166666666667,6.552833333333333,0.014278392033389542,0.00702250738878929,0.19840000000000013,0.08866279069767447,0.08393632416787256,206274100.6,154943188.1,1.3312886040970782,0.03544374887573054,0.02758469982179691,7.54,7.54,False,False,-0.006631299734747964,-0.12342215988779803,1.243082687492636,0.0,False,-0.04996636884790995,0.01302020667468784,0.9341098169717138,0.8678868552412645,True,True,True,True,True,True,True,83,趋势观察池
601939,建设银行,2026-06-10,10.49,10.086,9.695333333333334,9.318999999999999,0.01606810053896135,0.02221128839530473,0.02641878669275921,0.0915712799167534,0.15274725274725287,1175718513.6,1085290017.25,1.0833219645557373,0.01186988223644548,0.011183561896444814,10.7,10.7,False,False,-0.019626168224298968,-0.033947623666343296,2.2872066009347654,0.0,False,-0.04996636884790995,0.01302020667468784,0.9361064891846922,0.8998336106489184,True,True,True,False,True,True,False,84,回踩观察
