code,name,industry,signal_date,close,ma5,ma10,ma20,ma60,ma120,ma5_slope_3,ma10_slope_5,ma20_slope_5,ma60_slope_10,ret5,ret10,ret20,ret60,amount_ma5,amount_ma10,amount_ma20,amount_ratio_5_20,turnover_ma5,turnover_ma20,high20,high60,is_20d_high,is_60d_high,dist_to_60d_high,max_dd20,atr20,atr20_pct,up_down_amount_ratio20,limit_up_count_5,heavy_bearish_candle,short_term_strong,pullback_rebound,bench_ret20,bench_ret60,market_ok,market_state,ret20_rank_pct,ret60_rank_pct,industry_ret20,industry_ret60,industry_ret20_rank_pct,industry_ret60_rank_pct,industry_count,industry_strong,basic_liquid,trend_basic,relative_strength,volume_ok,near_breakout,risk_ok,short_term_ok,candidate,score,trend_confirmed_by_score,status,score_trend_status,score_now,score_3d_ago,score_5d_ago,score_change_3d,score_change_5d,score_ma3,score_ma5,score_min5,score_max5,status_5d_ago,status_changed
002443,金洲管道,,2026-06-18,11.47,11.35,11.26,11.5455,10.6935,9.78525,0.016842859702562052,-0.010283906126395292,-0.03092999832130261,0.029161253067705895,0.019555555555555548,0.0070237050043897575,-0.0947119179163377,0.29312288613303283,346150861.8,305945238.7,357968811.35,0.9669860915943173,0.0590300690277354,0.05935786338631897,13.08,13.85,False,False,-0.17184115523465693,-0.12991178829190064,0.7024999999999999,0.0612467306015693,0.3537041692839672,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.47769640479360853,0.8948069241011984,,,,,,True,True,False,False,False,False,False,False,False,58,False,跌破MA20观察,震荡无趋势,58.0,52.0,46.0,6.0,14.0,60.666666666666664,55.6,44.0,63.0,市场环境弱观察,True
002452,长高电气,,2026-06-18,11.05,11.062000000000001,11.073,11.399000000000001,11.020999999999999,10.471083333333334,0.008754331570308471,-0.016345385093719522,-0.006276697759567518,-0.011303489728177962,0.028864059590316682,-0.0018066847335139746,-0.013392857142856984,0.009132420091324311,171227382.4,208155639.7,314812160.35,0.5439033301942143,0.030011476452660522,0.052497719149163416,12.6,12.6,False,False,-0.12301587301587291,-0.13371150729335501,0.5374999999999999,0.04864253393665157,1.2363029438889706,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.7689747003994674,0.7303595206391478,,,,,,True,True,False,True,False,False,False,False,False,58,False,跌破MA20观察,震荡无趋势,58.0,50.0,44.0,8.0,13.0,55.333333333333336,52.2,45.0,58.0,市场环境弱观察,True
002617,露笑科技,,2026-06-18,9.0,8.92,8.607,9.022,8.304833333333333,8.458166666666665,0.05437352245862903,-0.0038194444444445974,-0.00949662403249718,0.0008435937092010626,0.10701107011070099,0.029748283752860427,0.01237345331833506,0.15236875800256078,2035438579.0,1586823474.1,2068154477.2,0.9841811148245111,0.12215814832044565,0.1192132452709278,10.87,10.87,False,False,-0.17203311867525295,-0.23135755258126212,0.6019999999999998,0.06688888888888886,1.3308273264921442,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.8155792276964048,0.8418774966711052,,,,,,True,True,False,True,False,False,False,False,False,58,False,跌破MA20观察,震荡无趋势,58.0,51.0,19.0,7.0,27.0,56.333333333333336,50.2,31.0,58.0,市场环境弱观察,True
600403,大有能源,,2026-06-18,6.01,6.525999999999999,7.348000000000001,6.49,5.993166666666666,6.545083333333333,-0.13079381992541317,0.02468274996513764,0.04702750665483579,0.019853087155052407,-0.2534161490683231,-0.18783783783783792,0.17843137254901964,-0.032206119162640934,672387589.0,1154910720.5,668922534.4,1.0051800536262514,0.04328514621784194,0.03812774359617023,8.95,8.95,False,False,-0.32849162011173183,-0.32849162011173183,0.5509999999999999,0.09168053244592346,1.4374225064711963,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.9310918774966711,0.6707723035952063,,,,,,True,True,False,False,False,False,False,False,False,58,False,跌破MA20观察,震荡无趋势,58.0,77.0,74.0,-19.0,-12.0,65.0,68.4,58.0,77.0,市场环境弱观察,True
603031,安孚科技,,2026-06-18,50.01,52.15599999999999,53.449,55.67249999999999,45.42416666666667,40.48291666666667,-0.021573556447679554,-0.07503677424937272,-0.008018174528932165,0.06649109969360589,-0.030813953488372126,-0.17949138638228068,-0.022669532929450953,0.46699911997653243,939806708.6,965309597.5,1239500259.95,0.7582142085536236,0.05692100065571659,0.06992920781870385,64.51,64.51,False,False,-0.22477135327856157,-0.20945305090104327,4.1855,0.08369326134773046,0.695445033190751,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.748335552596538,0.9357523302263648,,,,,,True,True,False,True,False,False,False,False,False,58,False,跌破MA20观察,震荡无趋势,58.0,68.0,61.0,-10.0,-3.0,54.666666666666664,58.6,53.0,68.0,市场环境弱观察,True
002606,大连电瓷,,2026-06-18,13.98,13.776,13.667000000000002,14.934000000000001,13.813999999999998,12.438999999999998,0.01878420352018928,-0.07273220706967898,-0.028619747625861836,0.008333434713317489,0.0558912386706949,0.0,-0.06300268096514738,0.20829732065687123,352852738.4,374341734.8,657801672.15,0.5364120423207714,0.06067749894984956,0.10184759534404605,17.62,18.09,False,False,-0.22719734660033164,-0.25879682179341656,0.9584999999999997,0.06856223175965663,1.0434381053342363,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.6151797603195739,0.8641810918774967,,,,,,True,True,False,False,False,False,False,False,False,57,False,跌破MA20观察,震荡无趋势,57.0,51.0,39.0,6.0,18.0,53.0,49.8,39.0,57.0,市场环境弱观察,True
603063,禾望电气,,2026-06-18,52.59,50.566,51.584,54.50449999999999,46.25366666666667,38.91758333333333,0.005568150180964793,-0.0361373743413429,-0.03573671593733707,0.07490007126700338,0.05348557692307687,-0.06089285714285708,-0.074934036939314,0.6023765996343693,1338733186.6,1285226659.8,1660909630.55,0.8060240978653888,0.05777877483129586,0.06546164167993908,67.0,67.0,False,False,-0.21507462686567158,-0.2540970564836913,3.900000000000001,0.07415858528237308,1.3958861531308748,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.572237017310253,0.9494007989347537,,,,,,True,True,False,False,False,False,False,False,False,57,False,跌破MA20观察,震荡无趋势,57.0,54.0,42.0,3.0,13.0,56.0,53.2,44.0,57.0,市场环境弱观察,True
603165,荣晟环保,,2026-06-18,15.6,15.5,15.404000000000002,15.639000000000001,15.578,14.162333333333331,0.01933447323424975,-0.002202357818370082,-0.022928901661876777,0.01740521829997066,0.054054054054053946,0.006451612903225712,-0.09037900874635563,0.11587982832618016,114477947.0,127304673.7,131849809.2,0.8682450713777748,0.023566405604546693,0.025602911963948028,17.44,19.03,False,False,-0.18024172359432478,-0.1100420926037281,0.7550000000000006,0.048397435897435934,0.6400341398508615,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.5,0.820572569906791,,,,,,True,True,False,False,False,False,False,False,False,57,False,跌破MA20观察,震荡无趋势,57.0,55.0,45.0,2.0,8.0,56.333333333333336,54.6,49.0,57.0,市场环境弱观察,True
603356,华菱精工,,2026-06-18,18.25,18.316,18.066000000000003,18.409,17.971166666666665,17.706916666666665,0.021186440677966045,-0.0007190663200397074,-0.013160363451177992,-0.010752392223781881,0.04524627720503993,0.015016685205784253,-0.01987110633727185,0.09150717703349298,83098928.6,83054956.5,100439441.25,0.8273535532038814,0.034076508174591215,0.04042245087745607,20.81,20.81,False,False,-0.12301777991350304,-0.12917705735660845,1.169,0.06405479452054795,0.91501044558783,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.7529960053262317,0.8075898801597869,,,,,,True,True,False,True,False,False,False,False,False,57,False,跌破MA20观察,震荡无趋势,57.0,37.0,29.0,20.0,18.0,61.0,51.8,37.0,64.0,市场环境弱观察,True
605133,XD嵘泰股,,2026-06-18,35.67,34.970000000000006,34.793,36.1665,33.32716666666667,32.57283333333333,0.013153320199328133,-0.010803741506268838,-0.03442706108500648,0.035064108204918565,0.06002971768202081,-0.006129841181387596,-0.1408959537572254,0.347563279183982,351934828.4,338382532.2,366126384.7,0.9612386408271876,0.035570920735496725,0.03549183169778191,41.85,43.54,False,False,-0.18075333027101514,-0.18699584453678808,1.9349999999999998,0.05424726661059713,0.29909790297984384,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.25865512649800265,0.9114513981358189,,,,,,True,True,False,False,False,False,False,False,False,57,False,跌破MA20观察,震荡无趋势,57.0,55.0,44.0,2.0,12.0,54.333333333333336,52.6,45.0,57.0,市场环境弱观察,True
000598,兴蓉环境,,2026-06-18,6.79,6.928,6.872,6.9,6.786166666666666,6.9719999999999995,0.004640371229698292,-0.009798270893371819,0.01276970497578156,-0.004742000928845691,-0.01736613603473225,-0.018786127167630062,0.03664122137404591,-0.02020202020202011,168350941.8,165744494.5,195163038.15,0.8626169350295083,0.00817092558195886,0.009483223404123216,7.19,7.19,False,False,-0.0556328233657859,-0.05857740585774063,0.1620000000000002,0.02385861561119296,1.4023557588558295,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.8492010652463382,0.6884154460719041,,,,,,True,True,False,False,False,False,False,False,False,56,False,跌破MA20观察,震荡无趋势,56.0,78.0,69.0,-22.0,-14.0,68.0,70.4,56.0,78.0,市场环境弱观察,True
001270,铖昌科技,,2026-06-18,134.28,126.91000000000001,130.03400000000002,136.174,133.826,124.36716666666666,-0.0180588654018754,-0.03180796092505145,-0.030051355836829385,0.019261673914864774,0.037552155771905626,-0.018349294539074412,-0.0821599453178401,0.1820422535211268,1247921905.0,1227400577.1,1635812566.6,0.7628758517204559,0.04761857985304683,0.057667392016462836,166.18,166.18,False,False,-0.19196052473221814,-0.24790123456790125,10.848000000000003,0.08078641644325292,1.2990291993437275,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.5359520639147803,0.8561917443408789,,,,,,True,True,False,False,False,False,False,False,False,56,False,跌破MA20观察,震荡无趋势,56.0,52.0,42.0,4.0,12.0,53.333333333333336,51.2,44.0,56.0,市场环境弱观察,True
002154,报 喜 鸟,,2026-06-18,3.88,3.9339999999999997,3.9129999999999994,4.003,3.8453333333333335,3.815,0.00613810741687959,-0.019543973941368198,-0.019713481082404782,0.009185548071034999,0.018372703412073532,-0.027568922305764465,-0.05365853658536579,0.0807799442896937,83495470.0,90956950.8,107527375.45,0.7765043055368278,0.01803381776401706,0.02246372262452092,4.24,4.51,False,False,-0.13968957871396892,-0.09285714285714286,0.13150000000000014,0.03389175257731963,0.9678717477587091,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.6554593874833555,0.7969374167776299,,,,,,True,True,False,False,False,False,False,False,False,56,False,跌破MA20观察,震荡无趋势,56.0,56.0,46.0,0.0,8.0,56.0,54.4,48.0,58.0,市场环境弱观察,True
002266,浙富控股,,2026-06-18,4.87,4.896,4.7700000000000005,4.969,4.770333333333334,4.686333333333334,0.03860840050912162,-0.012422360248447117,-0.021754109656462295,0.004139769856862374,0.04282655246252687,-0.014170040485830038,-0.08971962616822426,0.13519813519813528,365997296.0,355081071.1,385672426.5,0.9489848660466786,0.015504982989324661,0.015840734034089584,5.5,5.8,False,False,-0.16034482758620683,-0.17399267399267404,0.17699999999999996,0.03634496919917864,0.7827848253547717,0.0,False,False,True,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.5046604527296937,0.8308921438082557,,,,,,True,True,False,False,False,False,False,True,False,56,False,跌破MA20观察,震荡无趋势,56.0,48.0,38.0,8.0,14.0,53.666666666666664,50.2,42.0,56.0,市场环境弱观察,True
002301,齐心集团,,2026-06-18,7.69,7.82,7.609999999999999,7.8035,7.381333333333334,7.549,0.0368602492707506,0.0005259006047857451,-0.01626221241727077,0.006820041829590062,0.03918918918918912,0.021248339973439556,-0.07683073229291715,0.09078014184397176,213911588.2,164456965.6,154128717.15,1.3878762644330487,0.03768605773897839,0.027323233968326553,8.56,8.74,False,False,-0.12013729977116705,-0.1345238095238096,0.375,0.04876462938881664,0.5535140978640175,1.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.5652463382157124,0.8069241011984021,,,,,,True,True,False,False,True,False,False,False,False,56,False,跌破MA20观察,震荡无趋势,56.0,63.0,48.0,-7.0,20.0,58.333333333333336,54.8,36.0,63.0,市场环境弱观察,True
002348,高乐股份,,2026-06-18,11.35,12.022,12.315999999999999,13.238499999999998,11.166166666666665,8.967916666666667,-0.008249463784853917,-0.10721275824574117,-0.039121756487026094,0.061052864971017806,-0.04621848739495804,-0.22419685577580317,-0.14725770097670932,0.499339498018494,644051656.4,528572332.8,527218299.15,1.2216033803044448,0.05803376772960558,0.043836632357464066,16.09,16.09,False,False,-0.29459291485394656,-0.2615484710474951,1.041,0.09171806167400881,0.8336919847934231,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.22869507323568575,0.940745672436751,,,,,,True,True,False,False,True,False,False,False,False,56,False,跌破MA20观察,震荡无趋势,56.0,52.0,52.0,4.0,14.0,54.333333333333336,51.4,42.0,56.0,市场环境弱观察,True
002516,旷达科技,,2026-06-18,6.08,6.094,6.009,6.087,5.873666666666667,6.187833333333334,0.02454606590450581,0.007376362112321733,-0.0007387343018960824,0.0005678269263529323,0.027027027027026973,0.027027027027026973,0.01672240802675584,0.061082024432809634,189213257.4,178602157.3,189961963.15,0.9960586543875165,0.021359064895910933,0.02125209787795293,6.83,6.83,False,False,-0.10980966325036601,-0.10839694656488552,0.291,0.047861842105263154,0.9405616863735423,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.8255659121171771,0.7812916111850865,,,,,,True,True,False,True,False,False,False,False,False,56,False,跌破MA20观察,震荡无趋势,56.0,62.0,41.0,-6.0,25.0,60.333333333333336,54.8,31.0,64.0,市场环境弱观察,True
603777,来伊份,,2026-06-18,16.81,17.311999999999998,16.863,17.6105,16.756166666666665,15.132666666666665,0.057544288332315174,-0.005602075716476196,-0.0333726706369899,0.03736225184696029,0.05193992490613253,-0.018107476635514153,-0.1244791666666667,0.2773556231003038,309316306.2,216876005.5,212392931.75,1.456339924551185,0.05284097023060227,0.03554885773416264,20.6,21.68,False,False,-0.2246309963099632,-0.2210109018830525,1.0990000000000002,0.06537775133848901,0.5661387867654337,0.0,True,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.3358854860186418,0.8898135818908123,,,,,,True,True,False,False,True,False,False,False,False,56,False,跌破MA20观察,震荡无趋势,56.0,53.0,43.0,3.0,13.0,57.333333333333336,53.6,43.0,63.0,市场环境弱观察,True
000026,飞亚达,,2026-06-18,21.31,20.892000000000003,21.214000000000002,22.326,18.929,17.29275,-0.005900266463646497,-0.036384283443106846,-0.005833370441287844,0.06054720328695473,0.01621363853123503,-0.006063432835821003,-0.07748917748917761,0.5386281588447652,235036269.0,249571993.0,425539953.85,0.5523247978798453,0.03089708128275016,0.0505848864968131,27.64,27.64,False,False,-0.22901591895803186,-0.2409817776124954,1.4854999999999996,0.06970905678085404,1.047844373314165,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.5635818908122503,0.9457390146471372,,,,,,True,True,False,False,False,False,False,False,False,55,False,跌破MA20观察,震荡无趋势,55.0,71.0,63.0,-16.0,-6.0,59.333333333333336,62.0,55.0,71.0,市场环境弱观察,True
002388,新亚制程,,2026-06-18,5.47,5.3,5.313,5.5245,5.268666666666666,5.512,0.020408163265305923,-0.0191988185342441,-0.001175194359067211,0.0034918417878231356,0.07889546351084809,-0.0036429872495447047,0.0704500978473579,0.10505050505050506,169878761.2,195434994.9,335642642.55,0.5061298525996841,0.06370937875266024,0.11533462419801355,6.99,6.99,False,False,-0.2174535050071531,-0.22360248447204978,0.3885,0.0710237659963437,0.6636425401925338,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.8781624500665779,0.8142476697736352,,,,,,True,True,False,True,False,False,False,False,False,55,False,跌破MA20观察,震荡无趋势,55.0,40.0,40.0,15.0,31.0,52.666666666666664,44.4,24.0,55.0,市场环境弱观察,True
002885,京泉华,,2026-06-18,42.61,41.018,40.594,43.455,35.2385,31.718583333333335,0.04334333825100467,-0.023642879476633683,-0.030271247336063345,0.05586684245220819,0.10617860851505712,-0.02023453667509778,-0.12666530026644807,0.6962579617834395,786868960.0,718778968.8,1009902954.1,0.7791530431765473,0.07957764577539872,0.0949606229899729,55.76,55.76,False,False,-0.23583213773314204,-0.300912986771008,3.2199999999999998,0.07556911523116638,0.5968405656435058,1.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.32390146471371506,0.9557256990679095,,,,,,True,True,False,False,False,False,False,False,False,55,False,跌破MA20观察,震荡无趋势,55.0,52.0,42.0,3.0,11.0,53.666666666666664,51.4,44.0,55.0,市场环境弱观察,True
003030,祖名股份,,2026-06-18,22.91,23.548000000000002,22.861,23.497500000000002,22.215500000000002,21.52625,0.01334021860745338,0.015638189168776906,-0.021487913048909957,0.019176511067783064,-0.01884368308351181,0.12193927522037207,-0.09838646202282564,0.19198751300728412,93594179.0,118320972.2,116153810.15,0.805777949764483,0.04905574030287578,0.0614860208432856,27.11,27.11,False,False,-0.15492438214680926,-0.22475322703113132,1.6089999999999995,0.07023134002618941,0.5715846518900819,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.46105193075898804,0.8598535286284953,,,,,,True,True,False,False,False,False,False,False,False,55,False,跌破MA20观察,震荡无趋势,55.0,63.0,59.0,-8.0,-8.0,58.0,60.0,55.0,63.0,市场环境弱观察,True
600714,金瑞矿业,,2026-06-18,25.09,27.272000000000002,28.592000000000002,29.3185,23.296166666666668,19.83175,-0.046633573376214765,-0.03824548420733942,0.0017596610516963374,0.043314374430859726,-0.14134154688569467,-0.16115011701771986,-0.07587476979742169,0.264616935483871,607177145.2,668836894.4,699649590.3,0.8678303448153968,0.07640150582417998,0.08242419996180597,33.35,33.35,False,False,-0.24767616191904052,-0.23738601823708205,2.5315000000000003,0.10089677162216024,0.9130909430522549,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.5695739014647138,0.8868175765645806,,,,,,True,True,False,False,False,False,False,False,False,55,False,跌破MA20观察,震荡无趋势,55.0,69.0,72.0,-14.0,-8.0,62.666666666666664,64.0,55.0,69.0,市场环境弱观察,True
001259,利仁科技,,2026-06-18,69.28,68.462,68.322,71.44800000000001,49.78,41.12583333333334,0.0024012416176169005,-0.03849022615646569,-0.017788897748205912,0.12903286775406841,0.016730261226885812,-0.033482142857142905,-0.2114727976325973,1.1297264063940977,331038268.4,306966411.5,358642424.55,0.9230315370953789,0.10410201188574937,0.10489773485677067,89.86,89.86,False,False,-0.22902292454929885,-0.2204229607250755,6.805,0.09822459584295612,0.8555480885420658,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.05193075898801598,0.979693741677763,,,,,,True,True,False,False,False,False,False,False,False,54,False,跌破MA20观察,震荡无趋势,54.0,72.0,62.0,-18.0,-10.0,55.333333333333336,60.4,54.0,72.0,市场环境弱观察,True
600400,红豆股份,,2026-06-18,2.69,2.666,2.666,2.8145,2.5258333333333334,2.444833333333334,0.016781083142639153,-0.03265602322206096,-0.03265165836054307,0.028433767643865293,0.042635658914728536,-0.03928571428571426,-0.10927152317880795,0.2688679245283019,104236218.2,108552081.3,171701754.1,0.6070771888520853,0.017252453706060412,0.026024160132695862,3.3,3.3,False,False,-0.18484848484848482,-0.18354430379746833,0.16750000000000004,0.06226765799256507,0.9574249402656103,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.40679094540612515,0.8881491344873502,,,,,,True,True,False,False,False,False,False,False,False,54,False,跌破MA20观察,震荡无趋势,54.0,54.0,48.0,0.0,6.0,54.0,52.8,48.0,54.0,市场环境弱观察,True
603297,永新光学,,2026-06-18,124.9,122.398,120.204,126.6405,120.12916666666666,116.01358333333334,0.037288767606230566,-0.01000667111407616,-0.04029691265402624,0.006895405251739595,0.06660973526900094,0.016769781830022756,-0.1344421344421345,0.14692378328741973,202459576.8,189453611.1,221470404.75,0.9141608650986132,0.014910378572570304,0.015517012691334025,148.31,152.87,False,False,-0.1829659187544973,-0.2157880360557225,6.048499999999999,0.04842674139311448,0.6844117104379173,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.29161118508655126,0.8378828229027963,,,,,,True,True,False,False,False,False,False,False,False,54,False,跌破MA20观察,震荡无趋势,54.0,51.0,41.0,3.0,15.0,53.333333333333336,50.0,39.0,54.0,市场环境弱观察,True
603682,锦和商管,,2026-06-18,7.86,8.136,8.263,8.521,7.8155,7.311000000000001,-0.022820081671871217,-0.048260769407970416,-0.021923783287419507,0.03384188015344569,-0.051869722557297826,-0.08177570093457942,-0.10273972602739723,0.22429906542056077,79004414.0,79292517.9,114232085.85,0.6916131611545812,0.020472465608465554,0.02807043873015868,9.55,9.73,False,False,-0.19218910585817062,-0.1484290357529794,0.48749999999999993,0.06202290076335877,0.5588644029889731,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.4412450066577896,0.8711717709720372,,,,,,True,True,False,False,False,False,False,False,False,54,False,跌破MA20观察,震荡无趋势,54.0,54.0,46.0,0.0,6.0,54.0,52.8,48.0,54.0,市场环境弱观察,True
000338,潍柴动力,,2026-06-18,30.09,28.972,29.207,31.6555,29.60166666666667,26.199416666666668,0.009547703672729835,-0.07126049351310093,-0.03247447888012722,0.022551283010829648,0.0914036996735581,-0.10818020154119745,-0.0678438661710038,0.2880993150684932,3589022154.8,4088822687.5,3836825313.2,0.935414532022745,0.024936036418434664,0.0248599192508097,36.34,36.34,False,False,-0.17198679141441942,-0.21986417657045842,1.9415000000000007,0.06452309737454306,0.9275769675335754,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.598202396804261,0.8924766977363515,,,,,,True,True,False,False,False,False,False,False,False,53,False,跌破MA20观察,震荡无趋势,53.0,56.0,44.0,-3.0,7.0,52.666666666666664,52.0,46.0,56.0,市场环境弱观察,True
000681,视觉中国,,2026-06-18,21.7,21.498,22.456,21.877,21.287666666666667,23.344499999999996,-0.056028804777377594,-0.02199381560036595,-0.0027123743532468936,-0.0001878669275929834,0.006493506493506551,-0.06465517241379315,0.05493437044239169,0.033333333333333215,1322532225.0,1798663950.3,1473963910.75,0.8972622839368254,0.09062368210961072,0.0968115756277995,25.46,25.46,False,False,-0.14768263943440696,-0.1652525252525252,1.4154999999999998,0.06523041474654377,1.0672201401560513,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.8658455392809588,0.7553262316910786,,,,,,True,True,False,True,False,False,False,False,False,53,False,跌破MA20观察,震荡无趋势,53.0,71.0,62.0,-18.0,0.0,47.333333333333336,53.2,38.0,71.0,市场环境弱观察,True
600529,山东药玻,,2026-06-18,18.55,18.604,18.721,18.8425,18.455333333333336,19.252583333333334,0.012627912040060973,-0.014684210526315744,0.015357672100229314,-0.005398219755148759,0.027700831024930705,-0.03385416666666663,0.04920814479638014,-0.01851851851851838,204131278.6,242333870.2,274727245.5,0.7430325238710261,0.01651245503273372,0.021894842296700776,20.3,20.3,False,False,-0.08620689655172409,-0.08375634517766495,0.8099999999999998,0.04366576819407007,1.3285677649251257,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.8618508655126498,0.6914114513981359,,,,,,True,True,False,False,False,False,False,False,False,53,False,跌破MA20观察,震荡无趋势,53.0,55.0,48.0,-2.0,6.0,65.0,59.4,47.0,72.0,市场环境弱观察,True
603920,XD世运电,,2026-06-18,58.5,57.39200000000001,57.34000000000001,60.135000000000005,57.636,57.24316666666667,0.03267597524111143,-0.010406779075988415,-0.026350941105039438,0.00741103265049281,0.10419026047565128,-0.06219942289195257,-0.07172326245636307,0.13680528565876404,1744418802.0,1801043458.2,2392389411.4,0.7291533701360036,0.04181158456620064,0.05368584945653807,70.23,70.23,False,False,-0.16702263989747979,-0.23385918784691784,4.144,0.07083760683760684,0.876160801353903,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.5868841544607191,0.8318908122503329,,,,,,True,True,False,False,False,False,False,False,False,53,False,跌破MA20观察,震荡无趋势,53.0,51.0,38.0,2.0,15.0,51.666666666666664,48.8,38.0,53.0,市场环境弱观察,True
605055,迎丰股份,,2026-06-18,11.52,11.526,11.315,12.272,11.4545,10.519583333333333,0.03464991023339303,-0.041751355013550207,-0.026340844176451883,0.029078385865089373,0.04253393665158356,-0.010309278350515538,-0.1364317841079461,0.3442240373395564,92955328.4,82492999.0,144238246.2,0.6444568680564006,0.018513681818181783,0.025601056249999955,15.3,15.3,False,False,-0.24705882352941178,-0.2657200811359026,0.7774999999999997,0.06749131944444442,0.9175721489917275,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.2829560585885486,0.9107856191744341,,,,,,True,True,False,False,False,False,False,False,False,53,False,跌破MA20观察,震荡无趋势,53.0,57.0,45.0,-4.0,6.0,55.666666666666664,54.2,47.0,57.0,市场环境弱观察,True
600683,京投发展,,2026-06-18,13.63,12.801999999999998,13.440999999999999,14.546000000000001,13.383666666666667,9.631750000000002,-0.018703050743523186,-0.07258676602497771,-0.05391869918699177,0.058192551985873475,0.07917656373713378,-0.09495351925630813,-0.060647829083390725,0.25506445672191536,303971930.6,354901019.4,430504340.7,0.7060833117402294,0.0319591487321936,0.03930377594828906,17.36,21.83,False,False,-0.3756298671552908,-0.2717647058823529,1.0905,0.08000733675715334,0.8462381827106632,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.6264980026631158,0.8821571238348869,,,,,,True,True,False,False,False,False,False,False,False,52,False,跌破MA20观察,震荡无趋势,52.0,50.0,42.0,2.0,10.0,52.0,49.6,42.0,52.0,市场环境弱观察,True
603116,红蜻蜓,,2026-06-18,6.54,6.692,6.765000000000001,7.009,6.371666666666667,6.196083333333333,-0.015013246982631623,-0.02689873417721511,-0.028753550890320834,0.02813037865748713,-0.057636887608069176,-0.06970128022759603,-0.14621409921671025,0.2133580705009277,57302570.0,66130339.6,90109755.6,0.6359197138916666,0.014832259864963702,0.02143496503302316,8.0,8.25,False,False,-0.20727272727272728,-0.17215189873417724,0.3630000000000001,0.05550458715596332,0.5454167583290287,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.23435419440745672,0.8671770972037284,,,,,,True,True,False,False,False,False,False,False,False,52,False,跌破MA20观察,震荡无趋势,52.0,52.0,56.0,0.0,6.0,51.333333333333336,50.4,46.0,52.0,市场环境弱观察,True
000417,合百集团,,2026-06-18,7.89,7.58,7.409000000000001,7.93,7.252666666666667,7.6290000000000004,0.04869950193691208,-0.009359540045460468,-0.028305354735939203,0.0023032983231989768,0.12233285917496439,0.014138817480719768,-0.15252416756176168,0.15182481751824817,443191552.6,426202221.4,798636240.15,0.5549354390889646,0.07511995132505281,0.12127230995355513,10.79,10.79,False,False,-0.2687673772011121,-0.3207729468599033,0.5694999999999999,0.07217997465145753,1.3047354901800576,0.0,False,False,False,0.033137727891003,0.08201872644250585,True,市场趋势良好,0.20572569906790947,0.8412117177097204,,,,,,True,True,False,False,False,False,False,False,False,50,False,跌破MA20观察,震荡无趋势,50.0,41.0,44.0,9.0,8.0,45.666666666666664,44.0,41.0,50.0,市场环境弱观察,True
