code,name,signal_date,close,ma20,ma60,ma120,ma20_slope_5,ma60_slope_10,ret10,ret20,ret60,amount_ma5,amount_ma20,amount_ratio_5_20,turnover_ma5,turnover_ma20,high20,high60,is_20d_high,is_60d_high,dist_to_60d_high,max_dd20,up_down_amount_ratio20,limit_up_count_5,heavy_bearish_candle,bench_ret20,bench_ret60,ret20_rank_pct,ret60_rank_pct,basic_liquid,trend_basic,relative_strength,volume_ok,near_breakout,risk_ok,candidate,score,status
002515,金字火腿,2026-06-16,9.11,7.0695,6.5515,6.323833333333334,0.026797385620914937,0.0376696056174437,0.32992700729927016,0.18465539661898567,0.5388513513513513,770909552.8,571989274.4,1.3477692455136707,0.08847327730384927,0.07245213741298707,9.11,9.11,True,True,0.0,-0.16891891891891886,1.8338491960640748,2.0,False,0.006459871379548954,0.04849375269946399,0.9467554076539102,0.9554076539101497,True,True,True,True,True,True,True,96,强趋势池
002051,中工国际,2026-06-16,12.77,11.347,10.677166666666668,9.765583333333332,0.02331244081706263,0.0429636624120866,0.17695852534562206,0.20699432892249514,0.4745958429561201,1133128682.0,891538375.15,1.2709813885570016,0.07827740455149271,0.06379647984097998,12.78,12.78,True,True,-0.0007824726134585402,-0.1365494685200327,0.908885110206545,2.0,False,0.006459871379548954,0.04849375269946399,0.9524126455906822,0.9500831946755408,True,True,True,True,True,True,True,94,强趋势池
000691,亚太实业,2026-06-16,11.15,9.0405,8.322666666666667,8.3195,0.051710097719869674,0.02455938775928934,0.280137772675086,0.34337349397590344,0.3466183574879229,213535881.0,127419180.8,1.6758535069784408,0.06482658458873382,0.04255816252668043,11.24,11.24,False,False,-0.008007117437722422,-0.06652360515021472,4.123190214297131,0.0,False,0.006459871379548954,0.04849375269946399,0.9777038269550749,0.9314475873544094,True,True,True,True,True,True,True,87,强趋势池
000823,超声电子,2026-06-16,20.1,17.271,15.741666666666667,15.082166666666668,0.037858301784748694,0.03131619750606007,0.23921085080147986,0.2601880877742948,0.246125232486051,2029990549.6,1354761188.9,1.4984120937567256,0.17923432647557053,0.13391102751561673,20.67,20.67,False,False,-0.027576197387518153,-0.0641176470588235,1.593329435022059,1.0,False,0.006459871379548954,0.04849375269946399,0.9650582362728786,0.9064891846921797,True,True,True,True,True,True,True,87,强趋势池
002768,国恩股份,2026-06-16,52.55,44.4315,38.437,37.55391666666666,0.034553815705221425,0.04421885753613197,0.18757062146892656,0.21362586605080836,0.5001427347987437,732366848.2,502866338.3,1.4563847138304267,0.05778157137451948,0.04250953581544353,53.03,53.03,False,False,-0.009051480294173131,-0.09687228496959166,3.622588986401746,0.0,False,0.006459871379548954,0.04849375269946399,0.9547420965058236,0.9524126455906822,True,True,True,True,True,True,True,87,强趋势池
600487,亨通光电,2026-06-16,107.5,86.7745,69.36633333333333,51.73041666666667,0.09223817285846447,0.1418608415571303,0.29331087584215587,0.42440704915860605,1.4151875982925186,22505691312.2,17226078883.0,1.3064895072790084,0.08996351687444011,0.08018722314487027,109.99,109.99,False,False,-0.02263842167469765,-0.09356030614937982,1.400755056975652,0.0,False,0.006459871379548954,0.04849375269946399,0.9846921797004992,0.9926788685524126,True,True,True,True,True,True,True,87,强趋势池
600869,远东股份,2026-06-16,34.0,26.0305,19.654666666666667,15.456,0.10871880057926564,0.1627572199051479,0.34493670886075933,0.5813953488372092,1.6941362916006342,5737966314.4,3723538186.65,1.5409983802428366,0.08218457680003241,0.06280307769966365,34.86,34.86,False,False,-0.024670109007458363,-0.06546275395033863,2.282977035166464,1.0,False,0.006459871379548954,0.04849375269946399,0.9913477537437604,0.9953410981697172,True,True,True,True,True,True,True,87,强趋势池
605589,圣泉集团,2026-06-16,67.06,51.96900000000001,41.2755,35.78458333333333,0.10079325573760078,0.1085283809370341,0.2525214792678372,0.4731985940246046,1.0858475894245725,5170606046.6,3374401591.5,1.5323031080902099,0.09873033848094277,0.07479137003611777,67.98,67.98,False,False,-0.013533392174168934,-0.09117810245977431,2.005955888833025,2.0,False,0.006459871379548954,0.04849375269946399,0.9870216306156406,0.9866888519134775,True,True,True,True,True,True,True,87,强趋势池
000668,荣丰控股,2026-06-16,21.67,19.415,16.743000000000002,14.68275,0.03114958706216653,0.0674076120449667,0.12454592631032702,0.1694549379384782,0.5207017543859651,110667271.2,83494125.65,1.325449788694206,0.03640499587685773,0.02868012390742174,22.48,22.48,False,False,-0.03603202846975084,-0.09646739130434778,1.4960707744027295,0.0,False,0.006459871379548954,0.04849375269946399,0.9394342762063228,0.9544093178036606,True,True,True,True,True,True,True,86,强趋势池
002125,湘潭电化,2026-06-16,19.9,16.0565,14.603666666666667,14.461416666666668,0.0745884085129167,0.03253555814803044,0.32225913621262436,0.41838916607270127,0.3790713790713791,1804616887.0,1028517144.55,1.7545812401499263,0.15277120960108273,0.09696450047865934,20.86,20.86,False,False,-0.0460210930009588,-0.06753554502369663,1.5503531817939684,1.0,False,0.006459871379548954,0.04849375269946399,0.9843594009983361,0.9364392678868553,True,True,True,True,True,True,True,86,强趋势池
