code,name,industry,signal_date,close,ma5,ma10,ma20,ma60,ma120,ma5_slope_3,ma10_slope_5,ma20_slope_5,ma60_slope_10,ret5,ret10,ret20,ret60,amount_ma5,amount_ma10,amount_ma20,amount_ratio_5_20,turnover_ma5,turnover_ma20,high20,high60,is_20d_high,is_60d_high,dist_to_60d_high,max_dd20,atr20,atr20_pct,up_down_amount_ratio20,limit_up_count_5,heavy_bearish_candle,short_term_strong,pullback_rebound,bench_ret20,bench_ret60,market_ok,market_state,ret20_rank_pct,ret60_rank_pct,industry_ret20,industry_ret60,industry_ret20_rank_pct,industry_ret60_rank_pct,industry_count,industry_strong,basic_liquid,trend_basic,relative_strength,volume_ok,near_breakout,risk_ok,short_term_ok,candidate,score,trend_confirmed_by_score,status,score_trend_status,score_now,score_1d_ago,score_3d_ago,score_5d_ago,score_change_1d,score_change_3d,score_change_5d,score_ma3,score_ma5,score_min5,score_max5,score_rise_days_5,score_momentum,status_5d_ago,status_changed
603166,福达股份,,2026-06-22,16.56,15.422,14.421000000000001,13.700999999999999,13.637666666666666,14.65425,0.13899556868537655,0.11024713218877524,0.01964724268809981,0.00596255271019519,0.2574031890660591,0.23122676579925638,0.15642458100558643,0.3301204819277108,511669447.6,348232378.1,224100513.0,2.283214084387214,0.051044979077621976,0.02410776828362503,17.05,17.05,False,False,-0.028739002932551383,-0.13015647226173543,0.7545,0.04556159420289855,2.527455929729486,1.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.9211314475873544,0.8798668885191347,,,,,,True,True,False,True,True,True,True,True,False,97,True,短中线转强池,趋势转强,97.0,92.0,69.0,23.0,5.0,28.0,74.0,88.66666666666667,73.6,33.0,97.0,4.0,57.85,市场环境弱观察,True
600497,驰宏锌锗,,2026-06-22,11.31,10.376000000000001,9.45,9.56,9.106833333333332,8.990749999999998,0.12489158716392024,0.04918396802486935,0.015347034145823502,0.0079505626268217,0.21875000000000022,0.2651006711409398,0.12091179385530237,0.5100133511348466,2895231043.2,2011918169.4,1910883269.5,1.5151271087100802,0.05582557442816758,0.03898897340445079,11.31,11.31,True,True,0.0,-0.18953603158933863,0.6160000000000001,0.054465075154730334,1.4335486991465578,1.0,False,False,True,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.908485856905158,0.9227953410981697,,,,,,True,True,True,True,True,True,True,True,True,100,True,短中线转强池,趋势转强,100.0,86.0,70.0,39.0,14.0,30.0,61.0,86.0,78.6,65.0,100.0,4.0,52.650000000000006,市场环境弱观察,True
001287,中电港,,2026-06-22,30.02,28.032,26.838,26.829500000000003,26.7595,25.180833333333332,0.08039774917135589,0.02536868648276913,0.0018296895128919743,0.021530415529384728,0.20320641282565122,0.08965517241379306,0.09682133723054442,0.22181522181522184,1405748131.8,1125051204.4,1118326843.9,1.2570100945602454,0.06494342926765012,0.05390718867088125,30.47,31.86,False,False,-0.057752667922159495,-0.10988226899750275,1.7405000000000002,0.05797801465689541,1.339415027156132,0.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.8961730449251248,0.8356073211314475,,,,,,True,True,True,True,True,False,True,True,False,96,True,短中线转强池,趋势转强,96.0,83.0,67.0,44.0,13.0,29.0,52.0,79.33333333333333,72.2,56.0,96.0,3.0,45.25,市场环境弱观察,True
000593,德龙汇能,,2026-06-22,26.35,24.626,22.773000000000003,21.878500000000003,20.810166666666667,17.449916666666663,0.12406426876027021,0.09517168413965571,0.008783659166359259,0.07137279802304719,0.2785055798156235,0.3025210084033614,0.13528651443343387,0.9191551347414422,682714387.2,539883991.3,453818434.0,1.504377821725946,0.07898114625292207,0.05706837145818687,26.6,27.99,False,False,-0.05859235441229005,-0.10358744394618846,1.5165,0.05755218216318785,1.4948396485140987,1.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.9148086522462563,0.9613976705490849,,,,,,True,True,True,True,True,False,True,True,False,98,True,短中线转强池,趋势转强,98.0,89.0,74.0,46.0,9.0,24.0,52.0,91.33333333333333,82.8,66.0,98.0,4.0,45.15,市场环境弱观察,True
000050,深天马Ａ,,2026-06-22,9.28,8.724,8.333,8.2135,8.059666666666667,8.78225,0.1062642657874715,0.037733499377334834,0.0365999873793148,-0.01185173076137147,0.23568575233022626,0.07781649245063882,0.1672955974842767,0.18974358974358974,743402822.6,607930766.5,547596974.5,1.3575729180731622,0.03484498229029438,0.026946614573588067,9.5,9.5,False,False,-0.023157894736842155,-0.12775842044134722,0.5335000000000003,0.057489224137931075,1.5256185685455024,1.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.924459234608985,0.8206322795341098,,,,,,True,True,False,True,True,True,True,True,False,89,True,短中线转强池,趋势转强,89.0,84.0,53.0,39.0,5.0,36.0,50.0,86.33333333333333,72.0,48.0,89.0,3.0,45.050000000000004,市场环境弱观察,True
000029,深深房Ａ,,2026-06-22,29.24,27.953999999999997,26.423000000000002,25.3185,22.951333333333334,22.426249999999996,0.07185582822085879,0.09307905514416936,0.008102727453713099,0.04399378340472304,0.15573122529644268,0.26799653078924535,0.1484681853888452,0.5745826602046311,294224716.0,260891070.4,229563350.55,1.2816711173411648,0.011946847677365757,0.01004546211560455,29.53,31.07,False,False,-0.0588992597360799,-0.12421383647798745,1.4570000000000003,0.04982900136798907,0.7806431532806328,1.0,False,True,True,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.9181364392678869,0.9341098169717138,,,,,,True,True,True,True,True,False,True,True,False,98,True,短中线转强池,趋势转强,98.0,90.0,66.0,52.0,8.0,32.0,46.0,93.66666666666667,81.4,60.0,98.0,3.0,42.1,市场环境弱观察,True
000012,南  玻Ａ,,2026-06-22,4.73,4.458,4.331,4.311999999999999,4.2826666666666675,4.46525,0.0644699140401146,0.03192756730998347,0.03355704697986561,-0.0161951070102222,0.1825000000000001,0.07990867579908678,0.07499999999999996,0.07990867579908678,415017674.2,344145303.2,393755690.25,1.0539979090498997,0.047424029324739,0.045909905903833884,4.83,4.83,False,False,-0.020703933747411973,-0.13043478260869557,0.30300000000000005,0.06405919661733615,1.132908462500577,2.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.8841930116472546,0.745757071547421,,,,,,True,True,False,True,False,True,True,True,False,80,True,短中线转强池,趋势转强,80.0,59.0,51.0,36.0,21.0,29.0,44.0,68.66666666666667,59.8,42.0,80.0,3.0,42.050000000000004,市场环境弱观察,True
001339,智微智能,,2026-06-22,131.19,115.924,107.60799999999999,105.75450000000001,89.06349999999999,73.40433333333334,0.15868383176075485,0.06764559976188123,0.012581326209660126,0.07376143323313356,0.3469199178644762,0.28756502110118753,0.15250812615303522,1.120071105365223,1246975884.8,968452104.2,1074087412.0,1.160963130997014,0.08545657180600688,0.08038914943794152,132.0,132.0,False,False,-0.0061363636363636065,-0.10752191970466074,6.548000000000002,0.04991234087964023,1.1033996185473085,2.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.9194675540765391,0.9710482529118136,,,,,,True,True,True,True,False,True,True,True,False,99,True,短中线转强池,趋势转强,99.0,99.0,67.0,52.0,0.0,32.0,47.0,90.33333333333333,78.4,54.0,99.0,3.0,41.45,市场环境弱观察,True
002191,劲嘉股份,,2026-06-22,4.0,3.9239999999999995,3.909,3.8200000000000003,3.7581666666666664,3.9475,0.01869158878504673,0.019295958279009096,0.0052631578947368585,0.0013766764366283102,0.04986876640419946,0.03359173126614978,0.0610079575596818,0.1428571428571428,127990927.2,114333334.8,91949568.75,1.3919687600492416,0.023312005863461056,0.01703749006886765,4.05,4.1,False,False,-0.024390243902438935,-0.05289672544080615,0.15699999999999997,0.03924999999999999,1.4361809214941417,0.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.8748752079866888,0.7950083194675541,,,,,,True,True,False,True,True,True,True,True,False,93,True,短中线转强池,趋势转强,93.0,83.0,66.0,50.0,10.0,27.0,43.0,84.0,72.2,43.0,93.0,4.0,41.25,流动性不足,True
600234,科新发展,,2026-06-22,30.34,27.624000000000002,26.336000000000002,26.201,22.8995,18.261916666666668,0.07662327539169089,0.06060972171881929,0.020944142459134563,0.09925514637053845,0.24395243952439527,0.279089376053963,0.16782140107775212,1.3519379844961241,125451913.4,110265287.9,142368341.45,0.8811784426389412,0.017460839595471078,0.020417304715688336,30.34,32.02,True,False,-0.05246720799500326,-0.1948404616429057,1.9189999999999998,0.0632498352010547,2.0716993279001716,1.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.9247920133111481,0.9806988352745424,,,,,,True,True,True,True,False,True,True,True,False,94,True,短中线转强池,趋势转强,94.0,85.0,76.0,48.0,9.0,18.0,46.0,86.33333333333333,81.6,73.0,94.0,4.0,40.05,市场环境弱观察,True
000776,广发证券,,2026-06-22,22.7,21.418,20.27,19.6195,19.600166666666667,20.495833333333334,0.06430133174319219,0.0621463005659193,0.026446583655958866,0.008870435028781598,0.1304780876494025,0.20680489101541744,0.19160104986876636,0.24315443592552022,2670235470.0,2050853937.4,1668628897.15,1.6002572378799942,0.021089663490447743,0.014154939050779164,22.7,22.7,True,True,0.0,-0.039999999999999925,0.8010000000000002,0.03528634361233481,1.869333824228883,1.0,False,True,False,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.9344425956738769,0.848585690515807,,,,,,True,True,False,True,True,True,True,True,False,100,True,短中线转强池,强趋势延续,100.0,77.0,85.0,53.0,23.0,15.0,47.0,89.0,85.4,75.0,100.0,3.0,39.800000000000004,市场环境弱观察,True
001223,欧克科技,,2026-06-22,47.77,47.42,46.396,45.092999999999996,41.79816666666667,40.069833333333335,0.05909679724840333,0.03650417765068581,0.006360471344402541,0.04157339302846186,0.11015570532186847,0.028196297890658695,0.015518707482993221,0.4289560275201916,199971772.8,186636190.5,171596907.35,1.1653576739126472,0.060648685182745535,0.05401397741527143,51.98,52.29,False,False,-0.08644100210365269,-0.14404553415061294,3.564,0.0746074942432489,0.7740872300015761,1.0,False,True,True,0.044284365056956654,0.1452379890706128,True,市场趋势良好,0.8193011647254576,0.9071547420965058,,,,,,True,True,True,True,False,False,True,True,False,89,True,短中线转强池,趋势转强,89.0,84.0,69.0,45.0,5.0,20.0,44.0,86.66666666666667,78.0,61.0,89.0,3.0,36.95,市场环境弱观察,True
