code,name,signal_date,close,ma20,ma60,ma120,ma20_slope_5,ma60_slope_10,ret10,ret20,ret60,amount_ma5,amount_ma20,amount_ratio_5_20,turnover_ma5,turnover_ma20,high20,high60,is_20d_high,is_60d_high,dist_to_60d_high,max_dd20,up_down_amount_ratio20,limit_up_count_5,heavy_bearish_candle,bench_ret20,bench_ret60,ret20_rank_pct,ret60_rank_pct,basic_liquid,trend_basic,relative_strength,volume_ok,near_breakout,risk_ok,candidate,score,status
000823,超声电子,2026-06-17,22.11,17.5845,15.8485,15.156416666666667,0.0554921968787514,0.03615442450393913,0.3021201413427561,0.39583333333333326,0.4082802547770701,1947685274.0,1408975956.35,1.3823410294704708,0.16752246925375974,0.13732373929134983,22.11,22.11,True,True,0.0,-0.0641176470588235,1.8077665570096213,2.0,False,0.016633887892469224,0.07595809175626655,0.9816788807461693,0.930379746835443,True,True,True,True,True,True,True,100,强趋势池
603139,康惠股份,2026-06-17,44.13,38.282,34.08633333333333,28.854,0.006097240473061705,0.05664023145875818,0.157660020986359,0.13590733590733595,0.6064797961412451,296203913.0,181239717.55,1.634321201798849,0.0752489667601121,0.047348506207448904,44.13,44.13,True,True,0.0,-0.08651399491094147,1.540001490017873,1.0,False,0.016633887892469224,0.07595809175626655,0.9243837441705529,0.9563624250499667,True,True,True,True,True,True,True,100,强趋势池
603488,展鹏科技,2026-06-17,13.18,11.8205,11.273,10.438833333333331,0.02037204885838806,0.030894209812379003,0.12265758091993173,0.17259786476868322,0.33671399594320484,265615696.0,207197744.75,1.2819429879436466,0.07353782541647594,0.05951331077825696,13.18,13.18,True,True,0.0,-0.061976549413735316,1.282655302387617,1.0,False,0.016633887892469224,0.07595809175626655,0.9383744170552965,0.9153897401732178,True,True,True,True,True,True,True,100,强趋势池
603283,赛腾股份,2026-06-17,63.06,51.0675,42.84133333333333,39.41458333333333,0.027897708402524035,0.06916674638859655,0.29036218538980973,0.1645429362880888,0.8141542002301498,2031300183.6,1433606223.6,1.41691640993236,0.10502293413656578,0.0782586091126314,63.06,63.06,True,True,0.0,-0.13038570084666035,1.637159728368617,1.0,False,0.016633887892469224,0.07595809175626655,0.9360426382411725,0.9683544303797469,True,True,True,True,True,True,True,98,强趋势池
000691,亚太实业,2026-06-17,11.58,9.203999999999999,8.375499999999999,8.355749999999999,0.06257215423689666,0.02891013697508238,0.2924107142857142,0.39350180505415144,0.3769322235434007,247654317.8,139618064.95,1.7737985259191922,0.07240796609645182,0.04556880997308747,11.88,11.88,False,False,-0.025252525252525304,-0.06652360515021472,4.625871140482862,0.0,False,0.016633887892469224,0.07595809175626655,0.9810126582278481,0.9250499666888741,True,True,True,True,True,True,True,87,强趋势池
002768,国恩股份,2026-06-17,53.01,44.875,38.745999999999995,37.69875,0.04187223570110166,0.049264085285767756,0.23193121078317436,0.20095151789759846,0.5378590078328982,825059893.6,529272656.0,1.5588560720960427,0.0632172782596703,0.04415457221964867,54.64,54.64,False,False,-0.029831625183016186,-0.09687228496959166,3.865328545752851,0.0,False,0.016633887892469224,0.07595809175626655,0.9457028647568287,0.9490339773484344,True,True,True,True,True,True,True,87,强趋势池
002815,崇达技术,2026-06-17,20.14,17.3445,15.660333333333334,15.157166666666667,0.04554222677677955,0.029573868928262304,0.18540317834020037,0.3103448275862071,0.30019367333763713,1974753813.8,1639478389.75,1.2045012768366683,0.13593208177778426,0.1201721026756893,20.7,20.7,False,False,-0.0270531400966183,-0.06078860898138028,1.7100593598514575,1.0,False,0.016633887892469224,0.07595809175626655,0.9680213191205863,0.9057295136575616,True,True,True,True,True,True,True,87,强趋势池
002937,兴瑞科技,2026-06-17,40.71,35.199,32.024166666666666,28.2115,0.029315865658766205,0.05554456859707524,0.1765895953757226,0.1384228187919463,0.6033871602993304,765747919.8,467395992.1,1.6383279547595417,0.06341889366813776,0.042536981157925584,41.57,41.57,False,False,-0.02068799615107042,-0.08658892128279883,1.8860709371982673,0.0,False,0.016633887892469224,0.07595809175626655,0.9260493004663558,0.9556962025316456,True,True,True,True,True,True,True,87,强趋势池
600487,亨通光电,2026-06-17,111.0,88.5355,70.49783333333333,52.48525,0.0927745343684816,0.1477245593470522,0.21404353056983472,0.4647664291369755,1.5748086290883787,22624768337.2,17739221787.5,1.2754092940617394,0.09028774553459713,0.08112555490137767,111.41,111.41,False,False,-0.0036801005295754585,-0.09244011976047906,1.4722704860699254,0.0,False,0.016633887892469224,0.07595809175626655,0.9856762158560959,0.9936708860759493,True,True,True,True,True,True,True,87,强趋势池
600667,太极实业,2026-06-17,19.02,15.1345,11.960166666666664,10.722083333333334,0.08370627618058779,0.09039384914605231,0.2790854068594486,0.3893352812271731,0.6936776491540515,6125309936.6,4945767045.3,1.238495440746836,0.16745221295747634,0.15522038877095018,19.54,19.54,False,False,-0.026612077789150423,-0.08679706601466997,1.4706114969904138,1.0,False,0.016633887892469224,0.07595809175626655,0.9796802131912059,0.960692871419054,True,True,True,True,True,True,True,87,强趋势池
603328,依顿电子,2026-06-17,15.12,13.127,12.603666666666667,12.161750000000001,0.04038042401426578,0.016520371540333034,0.20095313741064325,0.24855491329479773,0.2292682926829266,994893181.4,732255924.15,1.3586686684097071,0.07077112196686883,0.05539840701970997,15.45,15.45,False,False,-0.021359223300970842,-0.05499276410998555,2.3311602621672476,0.0,False,0.016633887892469224,0.07595809175626655,0.9566955363091273,0.8847435043304464,True,True,True,True,True,True,True,87,强趋势池
002718,友邦吊顶,2026-06-17,111.4,93.3615,77.7145,66.55908333333333,0.08218241250007252,0.07965296397660504,0.2005604052160792,0.34850502360489055,0.8504983388704319,247679369.2,196950336.85,1.257572711787926,0.025095787625781962,0.022351004285725284,114.88,114.88,False,False,-0.030292479108634973,-0.06641123882503186,3.194369985276019,0.0,False,0.016633887892469224,0.07595809175626655,0.9746835443037974,0.9713524317121919,True,True,True,True,True,True,True,86,强趋势池
600869,远东股份,2026-06-17,33.26,26.586000000000002,20.00133333333333,15.66825,0.11229185842188949,0.1677905901814818,0.2364312267657993,0.5015801354401805,1.6693418940609948,5684681270.4,3804880527.6,1.4940498733571852,0.08018712929738112,0.06309872439268376,34.86,34.86,False,False,-0.04589787722317851,-0.0649762282091918,1.8585773127960792,1.0,False,0.016633887892469224,0.07595809175626655,0.9883411059293804,0.9943371085942705,True,True,True,True,True,True,True,86,强趋势池
605589,圣泉集团,2026-06-17,66.4,52.92100000000001,41.8665,36.117583333333336,0.10038882997525622,0.11454774560523906,0.22803772886998352,0.4020270270270272,1.1460892049127342,6140662341.0,3546020945.6,1.7317050393115987,0.11542630160908143,0.07686709779982973,69.47,69.47,False,False,-0.04419173744062177,-0.09117810245977431,1.499379476305131,1.0,False,0.016633887892469224,0.07595809175626655,0.9823451032644903,0.9830113257828115,True,True,True,True,True,True,True,86,强趋势池
002903,宇环数控,2026-06-17,53.32,45.375,38.255,31.175583333333332,0.011378706995508692,0.08948252783869215,0.2090702947845804,0.13013988978380664,0.8934659090909092,564433110.0,462225925.0,1.221119542353666,0.10699106701164866,0.09422246097241667,54.65,54.65,False,False,-0.02433668801463862,-0.11850358422939067,1.3246618103376215,1.0,False,0.016633887892469224,0.07595809175626655,0.9207195203197868,0.9733510992671552,True,True,True,True,True,True,True,85,强趋势池
002913,奥士康,2026-06-17,67.38,55.48350000000001,52.281,47.98008333333333,0.0388612192929898,0.019762229078011728,0.2519509476031214,0.25662066393136884,0.37062652563059406,638660794.8,516001476.4,1.2377111772155387,0.03462784750569146,0.030398969489962367,69.46,69.46,False,False,-0.029945292254535016,-0.13045756199790426,1.502791751829671,2.0,False,0.016633887892469224,0.07595809175626655,0.9590273151232511,0.9227181878747501,True,True,True,True,True,True,True,85,强趋势池
600063,皖维高新,2026-06-17,8.48,7.3454999999999995,6.9976666666666665,6.871666666666667,0.05926887302617345,0.016881009469834618,0.1893408134642356,0.39244663382594425,0.25816023738872396,1548420126.2,1219101898.25,1.2701318310001246,0.09350725048172712,0.07719262347628009,8.65,8.65,False,False,-0.01965317919075149,-0.11890606420927463,2.612142095473679,0.0,False,0.016633887892469224,0.07595809175626655,0.980346435709527,0.8944037308461026,True,True,True,True,True,True,True,85,强趋势池
