date,open,close,high,low,volume,amount,pct_chg,change,turnover,amplitude,outstanding_share
2023-06-26,16.63,16.63,16.63,16.63,4674800.0,80126072.0,,,0.019952694682524065,,234294168.0
2023-06-27,17.47,18.29,18.29,17.26,134662902.0,2497236158.0,9.98196031268792,1.6600000000000001,0.5747599402474244,6.193625977149715,234294168.0
2023-06-28,16.9,19.22,19.7,16.64,124982052.0,2317781668.0,5.084745762711873,0.9299999999999997,0.5334407299459542,16.730453799890643,234294168.0
2023-06-29,19.39,18.25,19.75,18.05,112291456.0,2199818649.0,-5.046826222684697,-0.9699999999999989,0.4792755063369738,8.844953173777311,234294168.0
2023-06-30,17.74,19.29,19.7,17.74,98159502.0,1923812136.0,5.698630136986305,1.0399999999999991,0.41286856782334386,10.739726027397264,237750000.0
2023-07-03,19.45,19.03,20.25,18.92,82704538.0,1663818648.0,-1.3478486262311962,-0.259999999999998,0.34786346161934806,6.894764126490401,237750000.0
2023-07-04,19.07,19.36,20.93,18.62,94654595.0,1914857047.0,1.7341040462427681,0.3299999999999983,0.3981265825446898,12.138728323699414,237750000.0
2023-07-05,17.43,17.43,17.43,17.43,7556200.0,135709352.0,-9.969008264462808,-1.9299999999999997,0.03178212407991588,0.0,237750000.0
2023-07-06,15.68,15.68,15.68,15.68,6410000.0,103585600.0,-10.040160642570283,-1.75,0.026961093585699265,0.0,237750000.0
2023-07-07,14.11,14.29,15.3,14.11,115361920.0,1726624691.0,-8.864795918367353,-1.3900000000000006,0.48522363827549947,7.589285714285722,237750000.0
2023-07-10,13.66,13.96,14.53,13.58,76385785.0,1103739086.0,-2.309307207837641,-0.3299999999999983,0.32128616193480547,6.648005598320498,237750000.0
2023-07-11,14.46,14.56,14.82,14.13,83400975.0,1246473718.0,4.297994269340966,0.5999999999999996,0.35079274447949527,4.942693409742117,237750000.0
2023-07-12,14.27,13.97,14.63,13.88,62921307.0,921953005.0,-4.052197802197799,-0.5899999999999999,0.26465323659305995,5.151098901098901,237750000.0
2023-07-13,13.68,13.78,13.95,13.57,42685307.0,604201870.0,-1.3600572655690812,-0.19000000000000128,0.17953862039957938,2.7201145311381456,237750000.0
